"offer_id","application_id","offer_date","offered_salary","offer_status","joining_date","candidate_id","job_id","job_title","min_salary","max_salary","salary_position","difference_from_salary_midpoint","final_offer_status"
545,22822,2025-10-01,170000.00,Accepted,2025-10-16,5435,926,Data Analyst,44490.00,66849.00,ABOVE RANGE,114330.50,Accepted
509,24586,2026-04-26,170000.00,Accepted,2026-05-23,4902,503,Business Analyst,51990.00,91989.00,ABOVE RANGE,98010.50,Accepted
61,14749,2026-06-07,169000.00,Accepted,2026-07-28,4441,44,DevOps Engineer,64410.00,114146.00,ABOVE RANGE,79722.00,Accepted
327,19638,2026-05-10,169000.00,Accepted,2026-06-12,9181,667,ML Engineer,81424.00,107451.00,ABOVE RANGE,74562.50,Accepted
212,6381,2025-11-30,168000.00,Declined,,5946,50,Business Analyst,81340.00,129201.00,ABOVE RANGE,62729.50,Declined
111,20484,2026-03-04,168000.00,Accepted,2026-04-05,6590,519,Business Analyst,104573.00,161610.00,ABOVE RANGE,34908.50,Accepted
85,21752,2026-01-08,168000.00,Accepted,2026-02-25,2697,181,Full Stack Developer,73835.00,93997.00,ABOVE RANGE,84084.00,Accepted
421,29575,2026-07-06,168000.00,Extended,,3678,284,AI Engineer,98917.00,146428.00,ABOVE RANGE,45327.50,Extended
288,26599,2026-06-09,167000.00,Declined,,8364,205,Full Stack Developer,32154.00,70489.00,ABOVE RANGE,115678.50,Declined
220,2975,2025-04-18,167000.00,Negotiating,,9690,662,DevOps Engineer,44052.00,89113.00,ABOVE RANGE,100417.50,Negotiating
551,29039,2025-10-07,167000.00,Accepted,2025-12-04,9512,152,Business Analyst,69980.00,91010.00,ABOVE RANGE,86505.00,Accepted
26,13409,2026-05-14,167000.00,Accepted,2026-07-08,5036,360,Senior Java Developer,104580.00,158729.00,ABOVE RANGE,35345.50,Accepted
310,23786,2026-08-15,166000.00,Accepted,2026-10-02,2088,675,Senior Data Analyst,65046.00,86965.00,ABOVE RANGE,89994.50,Accepted
19,9920,2026-03-05,166000.00,Accepted,2026-03-20,6041,89,Data Analyst,26040.00,64853.00,ABOVE RANGE,120553.50,Accepted
302,27212,2025-09-16,165000.00,Accepted,2025-10-07,8828,244,ML Engineer,75366.00,123284.00,ABOVE RANGE,65675.00,Accepted
149,4440,2026-05-05,165000.00,Accepted,2026-05-22,3734,554,AI Engineer,84136.00,118591.00,ABOVE RANGE,63636.50,Accepted
431,28496,2026-06-14,165000.00,Extended,,4640,546,Senior Java Developer,66384.00,99863.00,ABOVE RANGE,81876.50,Extended
527,4265,2026-01-25,164000.00,Extended,,9487,727,Java Developer,62196.00,121555.00,ABOVE RANGE,72124.50,Extended
235,1904,2026-08-15,164000.00,Accepted,2026-09-21,8,148,Java Developer,52472.00,103028.00,ABOVE RANGE,86250.00,Accepted
477,7480,2025-10-21,164000.00,Accepted,2025-11-15,7751,712,AI Engineer,52430.00,81558.00,ABOVE RANGE,97006.00,Accepted
89,14510,2025-09-08,164000.00,Rescinded,,6482,798,Java Developer,69140.00,91077.00,ABOVE RANGE,83891.50,Rescinded
530,15963,2025-10-21,164000.00,Accepted,2025-12-13,6524,745,Full Stack Developer,80325.00,119992.00,ABOVE RANGE,63841.50,Accepted
43,26679,2025-10-05,164000.00,Declined,,4589,507,AI Engineer,117976.00,167089.00,WITHIN RANGE,21467.50,Declined
531,14130,2026-08-23,163000.00,Accepted,2026-09-25,3373,430,ML Engineer,77814.00,104094.00,ABOVE RANGE,72046.00,Accepted
351,11231,2026-07-04,163000.00,Negotiating,,2905,620,ML Engineer,87800.00,119013.00,ABOVE RANGE,59593.50,Negotiating
542,18939,2026-07-26,162000.00,Extended,,7937,57,Senior Data Analyst,80394.00,122668.00,ABOVE RANGE,60469.00,Extended
289,7675,2026-02-06,162000.00,Accepted,2026-03-28,2462,945,Senior Data Analyst,91777.00,133887.00,ABOVE RANGE,49168.00,Accepted
560,23552,2026-08-17,162000.00,Accepted,2026-10-01,4706,373,Data Scientist,89776.00,139462.00,ABOVE RANGE,47381.00,Accepted
337,3179,2025-12-27,162000.00,Extended,,6705,808,Full Stack Developer,48516.00,90958.00,ABOVE RANGE,92263.00,Extended
565,6656,2026-09-04,161000.00,Accepted,2026-10-17,2813,316,AI Engineer,79122.00,119576.00,ABOVE RANGE,61651.00,Accepted
79,5484,2026-08-14,161000.00,Accepted,2026-09-26,456,198,AI Engineer,83657.00,131170.00,ABOVE RANGE,53586.50,Accepted
78,23626,2026-07-16,161000.00,Accepted,2026-08-03,3050,44,DevOps Engineer,64410.00,114146.00,ABOVE RANGE,71722.00,Accepted
14,1169,2026-08-01,161000.00,Extended,,8007,171,AI Engineer,89106.00,137257.00,ABOVE RANGE,47818.50,Extended
377,5080,2025-09-01,160000.00,Negotiating,,5008,554,AI Engineer,84136.00,118591.00,ABOVE RANGE,58636.50,Negotiating
364,12479,2025-11-25,160000.00,Accepted,2026-01-20,6386,449,AI Engineer,63702.00,118818.00,ABOVE RANGE,68740.00,Accepted
156,9661,2026-08-28,160000.00,Accepted,2026-09-16,993,260,Senior Java Developer,107296.00,147786.00,ABOVE RANGE,32459.00,Accepted
8,23852,2026-07-25,160000.00,Accepted,2026-08-30,305,659,ML Engineer,83846.00,104118.00,ABOVE RANGE,66018.00,Accepted
219,22867,2026-08-05,160000.00,Rescinded,,6437,622,Data Analyst,47184.00,85513.00,ABOVE RANGE,93651.50,Rescinded
186,9185,2026-02-21,160000.00,Accepted,2026-04-08,9498,824,Data Analyst,69945.00,106318.00,ABOVE RANGE,71868.50,Accepted
50,24485,2026-08-19,160000.00,Extended,,4366,719,AI Engineer,72645.00,106457.00,ABOVE RANGE,70449.00,Extended
523,28595,2026-05-04,160000.00,Accepted,2026-06-28,8833,503,Business Analyst,51990.00,91989.00,ABOVE RANGE,88010.50,Accepted
363,1050,2025-12-11,160000.00,Declined,,8672,153,Data Scientist,32367.00,86733.00,ABOVE RANGE,100450.00,Declined
470,12170,2026-07-30,159000.00,Accepted,2026-09-18,9046,138,Full Stack Developer,73304.00,129925.00,ABOVE RANGE,57385.50,Accepted
17,18299,2026-09-04,159000.00,Accepted,2026-10-31,7948,763,AI Engineer,57300.00,94531.00,ABOVE RANGE,83084.50,Accepted
403,29507,2026-09-02,159000.00,Accepted,2026-10-05,8014,242,DevOps Engineer,51728.00,98581.00,ABOVE RANGE,83845.50,Accepted
249,15632,2026-08-30,159000.00,Accepted,2026-10-13,4062,931,Data Analyst,40000.00,79886.00,ABOVE RANGE,99057.00,Accepted
489,19654,2026-09-12,159000.00,Accepted,2026-10-08,6408,251,Senior Data Analyst,99960.00,153274.00,ABOVE RANGE,32383.00,Accepted
393,1690,2026-06-29,159000.00,Accepted,2026-07-29,7992,187,AI Engineer,32469.00,61644.00,ABOVE RANGE,111943.50,Accepted
367,22524,2026-02-16,158000.00,Accepted,2026-03-21,741,762,AI Engineer,50575.00,83199.00,ABOVE RANGE,91113.00,Accepted
352,23848,2026-03-22,158000.00,Accepted,2026-04-10,9396,795,Data Analyst,55315.00,93322.00,ABOVE RANGE,83681.50,Accepted
516,27463,2026-08-03,158000.00,Declined,,3718,333,Senior Java Developer,110680.00,139518.00,ABOVE RANGE,32901.00,Declined
282,3514,2026-06-14,158000.00,Accepted,2026-07-03,4991,337,ML Engineer,61110.00,84588.00,ABOVE RANGE,85151.00,Accepted
563,766,2026-03-04,158000.00,Declined,,2260,417,Business Analyst,37530.00,68784.00,ABOVE RANGE,104843.00,Declined
258,23300,2026-07-30,158000.00,Accepted,2026-09-08,4299,408,Data Analyst,51810.00,74435.00,ABOVE RANGE,94877.50,Accepted
547,12838,2026-09-02,158000.00,Accepted,2026-09-17,2037,823,Senior Java Developer,101344.00,157917.00,ABOVE RANGE,28369.50,Accepted
296,17929,2026-07-15,158000.00,Negotiating,,3972,976,DevOps Engineer,93156.00,147565.00,ABOVE RANGE,37639.50,Negotiating
279,17734,2026-04-26,157000.00,Accepted,2026-05-17,5417,482,Senior Java Developer,149300.00,201197.00,WITHIN RANGE,-18248.50,Accepted
494,17234,2026-01-25,157000.00,Declined,,8570,962,Senior Data Analyst,95067.00,140421.00,ABOVE RANGE,39256.00,Declined
469,16609,2026-01-20,157000.00,Accepted,2026-02-20,2603,894,AI Engineer,88552.00,140447.00,ABOVE RANGE,42500.50,Accepted
319,11110,2026-08-08,157000.00,Accepted,2026-08-31,2375,957,DevOps Engineer,88753.00,128947.00,ABOVE RANGE,48150.00,Accepted
2,23455,2026-07-08,157000.00,Accepted,2026-08-09,19,671,AI Engineer,87888.00,128961.00,ABOVE RANGE,48575.50,Accepted
29,3492,2026-09-04,157000.00,Declined,,6221,757,Data Analyst,46852.00,103710.00,ABOVE RANGE,81719.00,Declined
41,15310,2025-12-16,157000.00,Declined,,9640,891,Data Scientist,114728.00,148222.00,ABOVE RANGE,25525.00,Declined
68,21508,2026-06-28,157000.00,Accepted,2026-07-15,4080,567,Business Analyst,67932.00,88740.00,ABOVE RANGE,78664.00,Accepted
506,3872,2026-05-01,157000.00,Extended,,5518,844,Java Developer,46104.00,82834.00,ABOVE RANGE,92531.00,Extended
460,25774,2026-08-15,157000.00,Accepted,2026-10-08,5198,298,Business Analyst,56080.00,88064.00,ABOVE RANGE,84928.00,Accepted
486,22227,2026-05-08,157000.00,Accepted,2026-05-25,7546,137,Data Scientist,50748.00,104849.00,ABOVE RANGE,79201.50,Accepted
96,11971,2026-07-05,157000.00,Accepted,2026-08-15,4840,608,Java Developer,22626.00,55667.00,ABOVE RANGE,117853.50,Accepted
274,4030,2026-09-03,156000.00,Declined,,4814,403,Full Stack Developer,32565.00,56002.00,ABOVE RANGE,111716.50,Declined
205,5199,2026-02-21,156000.00,Extended,,7027,851,Business Analyst,59510.00,108232.00,ABOVE RANGE,72129.00,Extended
213,15853,2026-09-12,156000.00,Accepted,2026-10-19,9581,898,Full Stack Developer,117144.00,159677.00,WITHIN RANGE,17589.50,Accepted
7,11736,2026-09-01,156000.00,Accepted,2026-10-30,5041,671,AI Engineer,87888.00,128961.00,ABOVE RANGE,47575.50,Accepted
56,22800,2026-02-24,156000.00,Accepted,2026-04-03,9851,835,Senior Java Developer,86552.00,129796.00,ABOVE RANGE,47826.00,Accepted
478,25089,2026-07-02,155000.00,Declined,,6604,987,DevOps Engineer,70430.00,116953.00,ABOVE RANGE,61308.50,Declined
456,2458,2026-09-07,155000.00,Accepted,2026-09-29,8662,35,Senior Java Developer,81896.00,127380.00,ABOVE RANGE,50362.00,Accepted
370,23791,2025-11-09,155000.00,Extended,,1308,893,DevOps Engineer,68862.00,117893.00,ABOVE RANGE,61622.50,Extended
202,12925,2026-08-31,155000.00,Declined,,5429,747,Full Stack Developer,93625.00,129016.00,ABOVE RANGE,43679.50,Declined
152,23489,2026-09-10,155000.00,Accepted,2026-11-09,7370,193,Senior Data Analyst,50976.00,99112.00,ABOVE RANGE,79956.00,Accepted
252,16215,2026-07-31,154000.00,Accepted,2026-09-09,4255,737,Full Stack Developer,56668.00,115208.00,ABOVE RANGE,68062.00,Accepted
331,23827,2026-01-27,154000.00,Declined,,8130,569,Data Scientist,60072.00,86420.00,ABOVE RANGE,80754.00,Declined
554,6193,2026-03-08,154000.00,Negotiating,,425,968,Senior Java Developer,70710.00,111302.00,ABOVE RANGE,62994.00,Negotiating
99,27207,2026-07-25,154000.00,Declined,,3757,133,AI Engineer,53284.00,101313.00,ABOVE RANGE,76701.50,Declined
198,1138,2025-05-03,154000.00,Accepted,2025-06-10,7809,379,DevOps Engineer,69040.00,122918.00,ABOVE RANGE,58021.00,Accepted
555,14855,2025-12-21,154000.00,Accepted,2026-01-09,6859,567,Business Analyst,67932.00,88740.00,ABOVE RANGE,75664.00,Accepted
24,25026,2026-07-11,154000.00,Accepted,2026-08-22,8536,629,Data Scientist,35517.00,62184.00,ABOVE RANGE,105149.50,Accepted
368,2152,2025-11-21,154000.00,Accepted,2025-12-06,6119,159,Senior Java Developer,90678.00,117660.00,ABOVE RANGE,49831.00,Accepted
240,22046,2026-03-22,154000.00,Accepted,2026-04-26,8990,808,Full Stack Developer,48516.00,90958.00,ABOVE RANGE,84263.00,Accepted
109,11595,2026-05-12,154000.00,Accepted,2026-06-24,3777,605,Senior Java Developer,74982.00,128767.00,ABOVE RANGE,52125.50,Accepted
375,19797,2025-07-06,154000.00,Declined,,9035,700,Data Analyst,81810.00,127415.00,ABOVE RANGE,49387.50,Declined
360,5456,2026-08-04,154000.00,Accepted,2026-09-20,7066,884,Senior Java Developer,117342.00,166053.00,WITHIN RANGE,12302.50,Accepted
397,1768,2026-06-04,154000.00,Accepted,2026-07-06,6340,285,DevOps Engineer,40602.00,94814.00,ABOVE RANGE,86292.00,Accepted
417,13120,2026-02-16,154000.00,Accepted,2026-03-18,7609,655,Data Analyst,51920.00,72981.00,ABOVE RANGE,91549.50,Accepted
508,2785,2026-05-26,153000.00,Accepted,2026-06-28,5057,910,AI Engineer,59240.00,90417.00,ABOVE RANGE,78171.50,Accepted
379,12157,2026-08-24,153000.00,Declined,,9312,403,Full Stack Developer,32565.00,56002.00,ABOVE RANGE,108716.50,Declined
448,4670,2025-10-10,153000.00,Accepted,2025-11-21,5439,682,Full Stack Developer,65145.00,91555.00,ABOVE RANGE,74650.00,Accepted
335,6025,2026-04-20,153000.00,Extended,,9071,442,Senior Data Analyst,71533.00,103270.00,ABOVE RANGE,65598.50,Extended
522,15360,2026-05-23,153000.00,Accepted,2026-06-17,5008,785,Data Scientist,69234.00,92133.00,ABOVE RANGE,72316.50,Accepted
110,23410,2026-02-21,153000.00,Extended,,9966,383,DevOps Engineer,38424.00,63955.00,ABOVE RANGE,101810.50,Extended
57,3754,2026-04-03,152000.00,Accepted,2026-04-25,548,314,Data Scientist,42129.00,76362.00,ABOVE RANGE,92754.50,Accepted
430,24982,2025-04-06,152000.00,Extended,,6197,152,Business Analyst,69980.00,91010.00,ABOVE RANGE,71505.00,Extended
208,26178,2026-09-05,152000.00,Declined,,1606,224,Java Developer,83622.00,106852.00,ABOVE RANGE,56763.00,Declined
369,26579,2026-05-24,152000.00,Declined,,648,92,Business Analyst,78106.00,121031.00,ABOVE RANGE,52431.50,Declined
179,28451,2026-01-04,152000.00,Accepted,2026-01-18,5661,906,Full Stack Developer,80668.00,131418.00,ABOVE RANGE,45957.00,Accepted
76,29067,2025-12-01,152000.00,Accepted,2025-12-27,4755,671,AI Engineer,87888.00,128961.00,ABOVE RANGE,43575.50,Accepted
487,26651,2026-08-05,151000.00,Rescinded,,472,382,ML Engineer,66510.00,104923.00,ABOVE RANGE,65283.50,Rescinded
484,25207,2026-03-06,151000.00,Accepted,2026-03-25,5694,537,Java Developer,58040.00,83594.00,ABOVE RANGE,80183.00,Accepted
394,29586,2026-03-13,151000.00,Declined,,4217,288,DevOps Engineer,97664.00,129376.00,ABOVE RANGE,37480.00,Declined
157,25704,2025-03-20,151000.00,Declined,,545,463,Senior Java Developer,106542.00,127900.00,ABOVE RANGE,33779.00,Declined
324,13675,2026-06-17,151000.00,Declined,,5429,656,Java Developer,22880.00,72949.00,ABOVE RANGE,103085.50,Declined
263,27439,2026-03-12,151000.00,Declined,,8369,861,Senior Data Analyst,88020.00,113407.00,ABOVE RANGE,50286.50,Declined
53,6616,2025-12-10,151000.00,Accepted,2026-01-29,6731,598,Senior Data Analyst,102864.00,160360.00,WITHIN RANGE,19388.00,Accepted
194,28738,2026-01-26,151000.00,Accepted,2026-02-10,6653,674,Senior Data Analyst,75453.00,122655.00,ABOVE RANGE,51946.00,Accepted
385,7300,2026-04-09,150000.00,Accepted,2026-05-27,4957,107,AI Engineer,104000.00,147733.00,ABOVE RANGE,24133.50,Accepted
191,24117,2026-07-19,150000.00,Accepted,2026-08-19,7304,811,Data Scientist,56380.00,114858.00,ABOVE RANGE,64381.00,Accepted
