"job_id","job_code","job_title","job_status","department_id","end_client_id","vendor_id","location_id","assigned_recruiter_id","experience_required","employment_type","work_mode","bill_rate","bill_rate_type","min_salary","max_salary","opened_date","closed_date","job_age_days","total_applications","screening_count","submitted_to_client_count","interview_count","total_offers","total_hires","total_placements","placement_rate"
546,JOB-2026-00546,Senior Java Developer,Filled,6,10,15,19,3,6,Contract-to-Hire,Hybrid,80.20,Hourly,66384.00,99863.00,2025-11-14,2025-12-19,35,48,7,2,7,2,1,1,2.08
433,JOB-2026-00433,AI Engineer,Filled,2,2,11,16,1,5,Contract,Onsite,43.40,Hourly,55130.00,88882.00,2025-05-14,2025-09-06,115,48,8,6,4,1,1,1,2.08
519,JOB-2026-00519,Business Analyst,Open,6,2,12,19,3,7,Contract-to-Hire,Onsite,110.48,Hourly,104573.00,161610.00,2025-06-29,,410,48,14,2,6,1,2,1,2.08
912,JOB-2026-00912,ML Engineer,Open,2,9,13,7,2,6,Full-time,Hybrid,88.55,Hourly,69720.00,91140.00,2026-05-25,,80,48,11,3,9,1,3,1,2.08
897,JOB-2026-00897,Data Scientist,Closed,7,23,11,15,3,6,Contract,Hybrid,85.75,Hourly,64770.00,87350.00,2025-05-19,2025-06-24,36,48,4,5,6,2,2,1,2.08
281,JOB-2026-00281,AI Engineer,Closed,6,3,16,1,4,6,Contract,Remote,43.45,Hourly,76230.00,103657.00,2026-05-09,2026-08-07,90,47,14,5,2,1,0,1,2.13
741,JOB-2026-00741,Full Stack Developer,Open,7,6,17,8,1,5,Contract-to-Hire,Remote,45.95,Hourly,53555.00,82521.00,2025-10-13,,304,47,6,4,5,1,2,1,2.13
282,JOB-2026-00282,Data Analyst,Closed,6,10,15,10,1,6,Full-time,Hybrid,57.33,Hourly,67218.00,90882.00,2025-06-20,2025-08-25,66,47,7,9,8,2,1,1,2.13
565,JOB-2026-00565,Full Stack Developer,Closed,7,3,12,9,4,5,Full-time,Onsite,67.89,Hourly,74095.00,98763.00,2026-02-23,2026-05-21,87,47,14,3,4,1,2,1,2.13
910,JOB-2026-00910,AI Engineer,Closed,2,6,17,15,4,4,Contract,Remote,76.17,Hourly,59240.00,90417.00,2025-02-13,2025-04-28,74,47,12,5,1,1,1,1,2.13
44,JOB-2026-00044,DevOps Engineer,Open,7,22,12,4,3,5,Contract,Hybrid,82.87,Hourly,64410.00,114146.00,2025-10-05,,312,47,8,7,4,3,4,1,2.13
830,JOB-2026-00830,Senior Java Developer,Filled,6,1,12,14,3,5,Contract-to-Hire,Onsite,60.71,Hourly,66440.00,124106.00,2025-10-28,2025-11-14,17,47,3,9,7,2,5,1,2.13
629,JOB-2026-00629,Data Scientist,Filled,6,6,11,20,1,3,Full-time,Hybrid,54.25,Hourly,35517.00,62184.00,2025-10-16,2025-11-15,30,46,9,9,5,1,3,1,2.17
6,JOB-2026-00006,ML Engineer,Closed,6,8,12,5,3,4,Contract-to-Hire,Onsite,99.60,Hourly,46912.00,104082.00,2025-11-19,2026-02-24,97,46,9,5,6,2,1,1,2.17
492,JOB-2026-00492,Data Scientist,Filled,2,6,13,3,2,3,Full-time,Onsite,69.79,Hourly,34959.00,83736.00,2026-03-02,2026-05-16,75,46,12,3,6,1,2,1,2.17
731,JOB-2026-00731,Business Analyst,Closed,7,2,16,15,2,4,Full-time,Hybrid,116.61,Hourly,47996.00,89536.00,2025-09-06,2025-12-25,110,46,14,6,5,2,0,1,2.17
309,JOB-2026-00309,Business Analyst,Filled,2,6,14,3,2,6,Contract-to-Hire,Remote,64.63,Hourly,82440.00,139401.00,2026-03-22,2026-05-15,54,46,6,5,9,1,1,1,2.17
511,JOB-2026-00511,Business Analyst,Open,7,7,14,21,1,7,Full-time,Remote,56.28,Hourly,75817.00,111959.00,2026-07-23,,21,46,7,5,4,1,0,1,2.17
791,JOB-2026-00791,Data Analyst,Open,2,22,12,14,4,6,Contract-to-Hire,Onsite,67.63,Hourly,79470.00,115764.00,2025-06-29,,410,46,10,8,8,1,0,1,2.17
441,JOB-2026-00441,Senior Java Developer,Open,2,23,14,4,1,7,Contract-to-Hire,Hybrid,79.15,Hourly,97279.00,156808.00,2026-02-19,,175,46,11,3,7,3,2,1,2.17
740,JOB-2026-00740,Data Analyst,Closed,6,9,12,10,4,5,Contract-to-Hire,Hybrid,97.30,Hourly,51055.00,95273.00,2025-07-28,2025-10-07,71,45,8,6,2,1,2,1,2.22
976,JOB-2026-00976,DevOps Engineer,Closed,7,10,16,9,4,7,Contract-to-Hire,Remote,114.95,Hourly,93156.00,147565.00,2026-04-23,2026-07-24,92,45,8,4,7,3,6,1,2.22
552,JOB-2026-00552,Data Analyst,Filled,7,9,12,2,4,4,Full-time,Onsite,104.92,Hourly,45028.00,93906.00,2026-01-02,2026-04-13,101,45,9,5,5,2,1,1,2.22
703,JOB-2026-00703,Java Developer,Closed,6,4,13,17,4,3,Full-time,Onsite,53.96,Hourly,41499.00,91537.00,2025-10-11,2025-12-29,79,45,13,8,2,1,1,1,2.22
991,JOB-2026-00991,Data Scientist,Open,6,1,11,6,4,7,Contract-to-Hire,Remote,50.68,Hourly,94570.00,146856.00,2025-04-05,,495,45,5,7,1,1,1,1,2.22
246,JOB-2026-00246,Data Scientist,Closed,6,7,17,20,3,3,Contract-to-Hire,Remote,109.01,Hourly,40224.00,98939.00,2026-05-10,2026-08-11,93,45,9,6,1,1,2,1,2.22
489,JOB-2026-00489,ML Engineer,Open,7,2,15,4,2,6,Full-time,Onsite,57.93,Hourly,67794.00,99244.00,2026-05-31,,74,45,8,6,3,1,0,1,2.22
301,JOB-2026-00301,AI Engineer,Open,6,23,16,16,2,3,Contract,Hybrid,54.13,Hourly,36633.00,72086.00,2026-07-23,,21,45,8,4,8,1,1,1,2.22
442,JOB-2026-00442,Senior Data Analyst,Open,7,5,15,3,1,7,Contract-to-Hire,Remote,100.13,Hourly,71533.00,103270.00,2026-01-27,,198,44,5,7,7,2,1,1,2.27
66,JOB-2026-00066,Full Stack Developer,Open,7,7,12,5,2,3,Contract,Onsite,110.12,Hourly,44241.00,88152.00,2025-05-15,,455,44,3,3,4,1,2,1,2.27
955,JOB-2026-00955,AI Engineer,Filled,7,8,15,21,4,8,Full-time,Remote,52.58,Hourly,104488.00,150097.00,2026-04-06,2026-05-07,31,44,7,4,7,1,2,1,2.27
620,JOB-2026-00620,ML Engineer,Open,6,1,16,9,2,8,Contract-to-Hire,Onsite,61.63,Hourly,87800.00,119013.00,2025-08-18,,360,44,5,7,4,2,1,1,2.27
898,JOB-2026-00898,Full Stack Developer,Open,6,3,15,13,3,8,Contract,Onsite,48.88,Hourly,117144.00,159677.00,2025-12-14,,242,44,12,8,6,1,0,1,2.27
33,JOB-2026-00033,Senior Data Analyst,Open,7,3,12,5,4,6,Contract-to-Hire,Hybrid,57.12,Hourly,71520.00,109327.00,2025-12-10,,246,44,10,6,6,1,1,1,2.27
314,JOB-2026-00314,Data Scientist,Filled,6,6,14,11,1,3,Contract,Hybrid,107.48,Hourly,42129.00,76362.00,2025-12-17,2026-03-05,78,44,7,4,5,2,4,1,2.27
298,JOB-2026-00298,Business Analyst,Open,2,10,12,17,1,4,Contract,Hybrid,78.27,Hourly,56080.00,88064.00,2026-06-08,,66,44,6,1,8,1,1,1,2.27
61,JOB-2026-00061,AI Engineer,Filled,6,3,16,1,3,8,Contract-to-Hire,Remote,65.95,Hourly,85920.00,134360.00,2025-04-11,2025-06-21,71,44,10,3,1,1,3,1,2.27
824,JOB-2026-00824,Data Analyst,Closed,7,1,16,9,3,5,Contract-to-Hire,Remote,69.56,Hourly,69945.00,106318.00,2025-10-14,2025-11-10,27,43,12,5,4,1,1,1,2.33
743,JOB-2026-00743,Data Analyst,Open,7,8,12,6,4,3,Contract-to-Hire,Onsite,79.74,Hourly,33363.00,91789.00,2026-01-21,,204,43,10,4,6,2,3,1,2.33
921,JOB-2026-00921,Data Analyst,Open,2,22,14,21,1,2,Contract,Hybrid,91.71,Hourly,20858.00,62257.00,2026-07-20,,24,43,12,2,5,1,1,1,2.33
640,JOB-2026-00640,AI Engineer,Filled,7,4,13,19,1,7,Full-time,Remote,43.59,Hourly,70623.00,110881.00,2025-07-12,2025-07-31,19,43,9,5,5,2,1,1,2.33
598,JOB-2026-00598,Senior Data Analyst,Filled,2,3,13,6,4,8,Contract,Remote,104.49,Hourly,102864.00,160360.00,2025-10-16,2025-11-06,21,43,9,2,5,2,2,1,2.33
608,JOB-2026-00608,Java Developer,Open,2,8,15,5,4,2,Contract,Remote,100.09,Hourly,22626.00,55667.00,2026-05-06,,99,43,10,5,5,1,0,1,2.33
605,JOB-2026-00605,Senior Java Developer,Filled,2,6,11,11,4,6,Contract-to-Hire,Hybrid,68.31,Hourly,74982.00,128767.00,2025-02-06,2025-02-28,22,43,4,7,4,3,1,1,2.33
499,JOB-2026-00499,DevOps Engineer,Open,6,23,13,4,4,8,Contract-to-Hire,Remote,96.93,Hourly,96224.00,123120.00,2025-12-02,,254,43,9,10,1,3,5,1,2.33
218,JOB-2026-00218,Senior Data Analyst,Open,2,9,14,12,2,6,Contract,Remote,69.55,Hourly,79536.00,130399.00,2026-05-16,,89,43,5,5,4,1,3,1,2.33
471,JOB-2026-00471,Data Scientist,Closed,2,1,14,18,3,3,Contract,Remote,76.62,Hourly,41556.00,78610.00,2025-06-17,2025-09-03,78,43,8,2,3,1,7,1,2.33
